title,brand,salesSite,isEachShippingFee,isPremium,isCrossBorderShipping,isOnlineOnly,shippingFee,shippingFreeOver,availableDeliveryJeju,availableDeliveryIsland,shippingFeeJeju,shippingFeeIsland,courierCompany,pdtName,optionName1,optionName2,totalReviewQty,totalScore,tagList1,tagList2,tagList3,tagList4,ctgL4Id,thumbImgPath1,thumbImgPath2,thumbImgPath3,thumbImgPath4,detailImgPath,modelCode1,optionValue1,optionValue2,stock1,price1,modelCode2,optionValue3,optionValue4,stock2,price2,modelCode3,optionValue5,optionValue6,stock3,price3,modelCode4,optionValue7,optionValue8,stock4,price4,returnCity,returnStreet,returnDetail,returnPostalCode,exchangeShippingFee,returnShippingFee,consignmentName,consignmentCity,consignmentStreet,consignmentDetail,consignmentPostalCode,mailOrderNum
[나이키/푸마外] 22 S/S 반팔티셔츠 라운드넥 기본 로고 남자 여성 주니어 반팔티 63종,이나바,신세계몰,true,true,true,true,10000,1000000,true,true,7000,7000,우체국택배,티셔츠,색상,사이즈,183,46,중량,수영장,주니어,티셔츠,2192,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,920193850,black,SS,625,7734570,TEE-NEW JDI SWOOSH,red,M,316,2643860,920193850,black,SS,206,5721700,TEE-NEW JDI SWOOSH,black,SS,699,4815560,Busan,Gangnam,1F,13245,3000,3000,넥스트젠팩,Jeju,Gangnam,101호,13245,2015-대구중구-1234
더스크랙 무게조절덤벨 누오 크롬덤벨 중량 4kg~24kg,인텍스,신세계백화점,true,false,true,false,10000,50000,true,true,3000,10000,CJ택배,운동기구,색상,사이즈,135,48,바벨,라운드넥,반팔,수영장,1039,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,91058392,green,L,285,4972500,91058392,green,XL,946,212060,91058392,black,L,446,1031860,920193850,green,S,39,2860170,Busan,Gangnam,101호,13245,6000,2500,넥스트젠팩,Busan,Gangnam,노란대문,23853,2015-대구중구-1234
이나바 인기 고양이 간식 챠오츄르 외 4P x 15봉 (60p),인텍스,이마트몰,false,false,true,false,10000,50000,true,true,5000,7000,우체국택배,수영장,색상,사이즈,222,12,반팔티,푸마,간식,옷,712,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,91058392,blue,M,522,9686460,920193850,red,M,39,6885850,920193850,blue,M,203,117470,920193850,blue,XL,982,4019690,Jeju,Gangnam,노란대문,12345,2500,3000,넥스트젠팩,Busan,Haeundae,101호,13245,2022-부산-1234
이나바 인기 고양이 간식 챠오츄르 외 4P x 15봉 (60p),나이키,이마트몰,true,true,false,true,0,50000,true,true,7000,7000,CJ택배,티셔츠,색상,사이즈,365,14,수영장,옷,나이키,푸마,99,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,TEE-NEW JDI SWOOSH,green,S,219,7963550,91058392,blue,SS,164,5981270,920193850,pink,SS,820,8676260,TEE-NEW JDI SWOOSH,blue,XL,979,7680170,Busan,Gangnam,1F,12345,5000,3000,넥스트젠팩,Jeju,Gangnam,405호,12345,2022-부산-1234
"[INTEX] 인텍스 자쿠지, 어린이 물놀이 수영장, 풀장 중대 베스트 ACC 모음전",인텍스,이마트몰,true,false,false,false,10000,1000000,true,true,7000,10000,우체국택배,수영장,색상,사이즈,341,41,간식,옷,덤벨,간식,749,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,920193850,red,M,861,7990650,91058392,pink,L,3,3200,91058392,pink,XL,852,6091850,TEE-NEW JDI SWOOSH,pink,XL,786,6860760,Busan,Gangnam,노란대문,98475,2500,3000,넥스트젠팩,Busan,Gangnam,405호,23853,2022-부산-1234
"[INTEX] 인텍스 자쿠지, 어린이 물놀이 수영장, 풀장 중대 베스트 ACC 모음전",이나바,신세계백화점,true,false,true,true,10000,1000000,true,true,7000,10000,CJ택배,운동기구,색상,사이즈,445,7,고양이밥,수영장,셔츠,고양이,1522,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,91058392,blue,M,20,2510510,91058392,blue,S,598,3817760,TEE-NEW JDI SWOOSH,green,SS,895,2515710,TEE-NEW JDI SWOOSH,pink,M,919,7546890,Jeju,Gangnam,101호,98475,3000,6000,넥스트젠팩,Busan,Haeundae,1F,12345,2015-대구중구-1234
"[INTEX] 인텍스 자쿠지, 어린이 물놀이 수영장, 풀장 중대 베스트 ACC 모음전",인텍스,신세계백화점,false,false,false,true,10000,1000000,true,true,5000,10000,CJ택배,운동기구,색상,사이즈,108,8,간식,중량,푸마,수영장,2573,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,920193850,red,L,156,216240,91058392,red,S,325,8317310,91058392,black,S,800,8779960,TEE-NEW JDI SWOOSH,pink,M,460,1029120,Jeju,Haeundae,101호,13245,3000,2500,넥스트젠팩,Busan,Gangnam,405호,98475,2015-대구중구-1234
"[INTEX] 인텍스 자쿠지, 어린이 물놀이 수영장, 풀장 중대 베스트 ACC 모음전",인텍스,이마트몰,false,false,false,false,3000,50000,true,true,3000,7000,CJ택배,츄르,색상,사이즈,172,43,옷,티셔츠,반팔티,수영장,2477,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,91058392,blue,S,996,8464630,TEE-NEW JDI SWOOSH,black,XL,602,2521740,TEE-NEW JDI SWOOSH,green,SS,65,3541230,TEE-NEW JDI SWOOSH,red,XL,613,5429960,Jeju,Haeundae,405호,23853,3000,6000,넥스트젠팩,Seoul,Haeundae,1F,23853,2015-대구중구-1234
더스크랙 무게조절덤벨 누오 크롬덤벨 중량 4kg~24kg,인텍스,신세계백화점,true,false,true,false,0,50000,true,true,5000,7000,CJ택배,운동기구,색상,사이즈,88,14,덤벨,옷,주니어,라운드넥,905,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,920193850,red,M,399,6530660,91058392,black,S,765,9030560,TEE-NEW JDI SWOOSH,red,S,265,8355300,TEE-NEW JDI SWOOSH,black,XL,315,4533100,Jeju,Gangnam,405호,23853,5000,6000,넥스트젠팩,Busan,Gangnam,1F,23853,2015-대구중구-1234
이나바 인기 고양이 간식 챠오츄르 외 4P x 15봉 (60p),나이키,신세계몰,true,false,false,false,0,1000000,true,true,3000,7000,CJ택배,츄르,색상,사이즈,430,37,반팔,간식,반팔티,옷,946,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,TEE-NEW JDI SWOOSH,pink,L,512,926620,920193850,red,L,514,5721830,TEE-NEW JDI SWOOSH,blue,XL,857,6159440,TEE-NEW JDI SWOOSH,red,SS,16,8391430,Jeju,Haeundae,405호,98475,3000,5000,넥스트젠팩,Jeju,Haeundae,101호,12345,2022-부산-1234
[나이키/푸마外] 22 S/S 반팔티셔츠 라운드넥 기본 로고 남자 여성 주니어 반팔티 63종,이나바,신세계몰,true,false,true,true,3000,50000,true,true,5000,10000,CJ택배,츄르,색상,사이즈,281,43,나이키,덤벨,수영장,티셔츠,1821,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,91058392,red,M,721,3342380,920193850,red,M,496,347830,TEE-NEW JDI SWOOSH,blue,S,217,8670210,920193850,black,XL,923,7990400,Busan,Gangnam,405호,23853,3000,5000,넥스트젠팩,Seoul,Gangnam,노란대문,98475,2022-부산-1234
[나이키/푸마外] 22 S/S 반팔티셔츠 라운드넥 기본 로고 남자 여성 주니어 반팔티 63종,나이키,신세계백화점,true,false,true,false,10000,50000,true,true,7000,7000,우체국택배,수영장,색상,사이즈,115,34,주니어,반팔티,바벨,옷,1855,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,91058392,blue,XL,85,3382540,91058392,pink,M,794,6289030,91058392,red,S,76,386820,920193850,blue,XL,599,4778420,Seoul,Haeundae,노란대문,23853,3000,2500,넥스트젠팩,Busan,Haeundae,1F,98475,2022-부산-1234
더스크랙 무게조절덤벨 누오 크롬덤벨 중량 4kg~24kg,인텍스,신세계몰,false,false,true,true,3000,50000,true,true,7000,10000,CJ택배,수영장,색상,사이즈,460,46,고양이,수영장,바벨,셔츠,1526,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,91058392,green,L,379,5898760,920193850,red,L,658,6042010,920193850,red,SS,772,9649020,TEE-NEW JDI SWOOSH,red,S,283,4092550,Seoul,Gangnam,101호,23853,5000,2500,넥스트젠팩,Seoul,Gangnam,노란대문,23853,2015-대구중구-1234
이나바 인기 고양이 간식 챠오츄르 외 4P x 15봉 (60p),나이키,신세계몰,true,false,false,false,10000,1000000,true,true,5000,10000,우체국택배,티셔츠,색상,사이즈,104,46,수영장,반팔티,중량,반팔티,479,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,91058392,blue,S,413,3312310,920193850,pink,S,334,7068050,TEE-NEW JDI SWOOSH,green,XL,697,2147880,TEE-NEW JDI SWOOSH,green,XL,815,2782420,Jeju,Haeundae,405호,98475,2500,5000,넥스트젠팩,Jeju,Haeundae,1F,98475,2022-부산-1234
"[INTEX] 인텍스 자쿠지, 어린이 물놀이 수영장, 풀장 중대 베스트 ACC 모음전",나이키,이마트몰,true,false,false,false,3000,1000000,true,true,5000,7000,우체국택배,츄르,색상,사이즈,40,39,옷,티셔츠,고양이밥,덤벨,357,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,920193850,blue,S,314,4987850,TEE-NEW JDI SWOOSH,black,M,566,8350850,TEE-NEW JDI SWOOSH,blue,L,478,367980,91058392,red,XL,250,874410,Seoul,Gangnam,405호,23853,2500,5000,넥스트젠팩,Busan,Gangnam,405호,12345,2015-대구중구-1234
더스크랙 무게조절덤벨 누오 크롬덤벨 중량 4kg~24kg,이나바,신세계몰,true,true,false,false,10000,1000000,true,true,5000,10000,CJ택배,수영장,색상,사이즈,310,9,중량,셔츠,고양이밥,수영장,958,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,TEE-NEW JDI SWOOSH,red,SS,129,3153710,TEE-NEW JDI SWOOSH,black,XL,541,5844910,920193850,green,SS,623,3487890,920193850,blue,XL,238,4768190,Jeju,Haeundae,노란대문,12345,3000,6000,넥스트젠팩,Busan,Gangnam,405호,23853,2015-대구중구-1234
"[INTEX] 인텍스 자쿠지, 어린이 물놀이 수영장, 풀장 중대 베스트 ACC 모음전",인텍스,이마트몰,false,false,false,true,0,1000000,true,true,5000,7000,우체국택배,운동기구,색상,사이즈,19,5,수영장,츄르,고양이,라운드넥,1225,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,920193850,pink,S,413,480730,TEE-NEW JDI SWOOSH,red,L,122,534500,920193850,pink,M,487,7711010,920193850,green,S,705,414430,Busan,Haeundae,101호,12345,3000,2500,넥스트젠팩,Jeju,Gangnam,101호,13245,2015-대구중구-1234
이나바 인기 고양이 간식 챠오츄르 외 4P x 15봉 (60p),나이키,신세계몰,false,true,true,true,0,50000,true,true,5000,10000,우체국택배,츄르,색상,사이즈,179,29,수영장,주니어,중량,옷,323,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,91058392,pink,SS,642,9046920,TEE-NEW JDI SWOOSH,green,L,110,3875520,TEE-NEW JDI SWOOSH,green,L,805,3328840,920193850,black,S,368,9370340,Jeju,Gangnam,101호,23853,2500,3000,넥스트젠팩,Jeju,Gangnam,101호,13245,2015-대구중구-1234
[나이키/푸마外] 22 S/S 반팔티셔츠 라운드넥 기본 로고 남자 여성 주니어 반팔티 63종,이나바,신세계백화점,true,true,false,false,3000,1000000,true,true,5000,7000,CJ택배,운동기구,색상,사이즈,345,7,덤벨,츄르,푸마,고양이,2604,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,TEE-NEW JDI SWOOSH,green,L,247,4478300,91058392,pink,SS,428,7510510,TEE-NEW JDI SWOOSH,black,S,694,4200180,TEE-NEW JDI SWOOSH,black,XL,817,8824570,Seoul,Gangnam,노란대문,13245,2500,5000,넥스트젠팩,Jeju,Haeundae,1F,13245,2015-대구중구-1234
더스크랙 무게조절덤벨 누오 크롬덤벨 중량 4kg~24kg,인텍스,신세계몰,true,true,false,false,10000,50000,true,true,3000,10000,CJ택배,수영장,색상,사이즈,470,27,반팔티,바벨,바벨,반팔티,383,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,920193850,blue,SS,543,3562960,920193850,red,L,304,1182740,920193850,blue,XL,901,9017980,TEE-NEW JDI SWOOSH,black,SS,465,1619300,Seoul,Haeundae,1F,13245,3000,2500,넥스트젠팩,Busan,Haeundae,노란대문,13245,2022-부산-1234
"[INTEX] 인텍스 자쿠지, 어린이 물놀이 수영장, 풀장 중대 베스트 ACC 모음전",나이키,신세계백화점,false,false,true,true,0,1000000,true,true,3000,10000,우체국택배,츄르,색상,사이즈,292,12,주니어,바벨,간식,고양이밥,24,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,TEE-NEW JDI SWOOSH,black,SS,14,2539840,91058392,pink,XL,619,6351390,920193850,red,L,903,2818080,TEE-NEW JDI SWOOSH,red,M,898,4642670,Seoul,Gangnam,노란대문,98475,6000,5000,넥스트젠팩,Busan,Haeundae,노란대문,23853,2015-대구중구-1234
"[INTEX] 인텍스 자쿠지, 어린이 물놀이 수영장, 풀장 중대 베스트 ACC 모음전",나이키,이마트몰,true,false,false,true,3000,50000,true,true,7000,10000,우체국택배,츄르,색상,사이즈,81,40,중량,반팔,간식,셔츠,2651,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,91058392,pink,L,88,5541330,TEE-NEW JDI SWOOSH,blue,M,498,8418410,TEE-NEW JDI SWOOSH,blue,L,992,634300,920193850,pink,M,96,3931990,Seoul,Gangnam,405호,13245,5000,2500,넥스트젠팩,Jeju,Haeundae,405호,98475,2015-대구중구-1234
더스크랙 무게조절덤벨 누오 크롬덤벨 중량 4kg~24kg,나이키,신세계백화점,true,false,true,true,3000,50000,true,true,5000,10000,우체국택배,운동기구,색상,사이즈,466,40,주니어,츄르,중량,나이키,2110,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,TEE-NEW JDI SWOOSH,red,M,769,1000390,TEE-NEW JDI SWOOSH,blue,M,110,9932970,TEE-NEW JDI SWOOSH,pink,L,247,9203020,TEE-NEW JDI SWOOSH,red,L,406,7526030,Busan,Haeundae,405호,12345,3000,6000,넥스트젠팩,Jeju,Haeundae,405호,23853,2015-대구중구-1234
[나이키/푸마外] 22 S/S 반팔티셔츠 라운드넥 기본 로고 남자 여성 주니어 반팔티 63종,인텍스,신세계몰,true,true,true,true,0,50000,true,true,7000,7000,CJ택배,티셔츠,색상,사이즈,84,31,푸마,중량,나이키,덤벨,1948,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://duskrack.negagea.kr/Detail/dumbbell/duskcromedumbbell/GIF/Hooking/Hooking_chromedumbell_09.png,920193850,black,SS,0,175740,91058392,green,XL,969,33610,91058392,blue,XL,718,7636050,91058392,green,L,992,6255750,Busan,Gangnam,405호,13245,2500,5000,넥스트젠팩,Jeju,Gangnam,405호,23853,2022-부산-1234
"[INTEX] 인텍스 자쿠지, 어린이 물놀이 수영장, 풀장 중대 베스트 ACC 모음전",이나바,신세계백화점,false,true,false,true,0,50000,true,true,7000,10000,우체국택배,티셔츠,색상,사이즈,342,20,라운드넥,옷,티셔츠,주니어,2318,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,920193850,pink,L,891,4962670,TEE-NEW JDI SWOOSH,red,SS,811,3395840,TEE-NEW JDI SWOOSH,black,L,688,2065140,920193850,green,M,395,3635320,Busan,Gangnam,노란대문,13245,2500,3000,넥스트젠팩,Seoul,Haeundae,1F,23853,2015-대구중구-1234
이나바 인기 고양이 간식 챠오츄르 외 4P x 15봉 (60p),나이키,신세계백화점,false,false,false,true,10000,1000000,true,true,3000,7000,CJ택배,수영장,색상,사이즈,189,34,나이키,츄르,셔츠,수영장,1293,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,920193850,pink,M,166,3409560,91058392,blue,S,906,3091880,91058392,red,S,811,8974000,91058392,black,XL,449,8754600,Busan,Haeundae,405호,13245,3000,6000,넥스트젠팩,Seoul,Haeundae,101호,23853,2015-대구중구-1234
"[INTEX] 인텍스 자쿠지, 어린이 물놀이 수영장, 풀장 중대 베스트 ACC 모음전",나이키,이마트몰,false,true,true,true,3000,50000,true,true,7000,10000,CJ택배,운동기구,색상,사이즈,45,45,중량,고양이,덤벨,중량,1812,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sitem.ssgcdn.com/07/65/17/item/1000030176507_i1_1200.jpg,https://sstatic.ssgcdn.com/cmpt/edit/202206/02/092022060209470267080105614110_237.jpg,91058392,blue,M,725,2919300,TEE-NEW JDI SWOOSH,green,M,117,5416670,TEE-NEW JDI SWOOSH,green,M,627,493860,TEE-NEW JDI SWOOSH,black,SS,835,9891740,Jeju,Gangnam,405호,12345,6000,3000,넥스트젠팩,Busan,Haeundae,405호,98475,2015-대구중구-1234
이나바 인기 고양이 간식 챠오츄르 외 4P x 15봉 (60p),나이키,신세계몰,true,true,false,true,3000,50000,true,true,5000,10000,우체국택배,운동기구,색상,사이즈,239,38,주니어,츄르,수영장,중량,1462,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/95/22/82/item/1000438822295_i1_1200.jpg,https://sitem.ssgcdn.com/23/04/22/item/1000045220423_i1_1200.jpg,https://gi.esmplus.com/sim9326/%EB%AF%BC%EC%A7%80/0725_SSG_ALL/C_1.jpg,91058392,black,L,337,2875760,91058392,green,XL,748,1957890,920193850,red,SS,545,1765870,TEE-NEW JDI SWOOSH,green,SS,368,3617700,Seoul,Haeundae,1F,13245,5000,6000,넥스트젠팩,Busan,Haeundae,101호,23853,2015-대구중구-1234
